full_name,net,ORAPM,DRAPM,oTS,oTOV,oSC,dTS,dTOV,dSC,RESID,PVAL,ci95,weff
Rob Edwards,-3.554704323711611,-2.9317813075436154,-0.6229230161679954,-2.2768788360580086,-0.01701336138739945,-0.6378891100982071,-0.3641493867262805,-0.151768360979724,-0.10700526846199089,0.0,-0.9136761009273215,5.3571277350083895,3294.4950157505978
Jahmi'us Ramsey,-3.5630228930774086,-2.7848501274905217,-0.7781727655868867,-1.835610486256667,-0.15082991845196284,-0.798409722781892,-0.6543410745440593,-0.07187752614933982,-0.05195416489348762,0.0,-1.0730713322766823,4.569727581588745,5492.901946627803
Broome,-3.56576879926443,-2.5409961956808877,-1.0247726035835423,-2.1832843524829655,-0.11794509932036537,-0.23976674387755692,-0.7329149891126886,-0.30982593966844024,0.01796832519758665,0.0,-0.6495694576687758,5.375917276379894,3269.285186483941
Mychal Mulder,-3.573838882198479,-3.3138519953251495,-0.2599868868733297,-2.2163855654775584,-0.05507219249252719,-1.0423942373550639,-0.19771577722531775,-0.03782541146455054,-0.0244456981834614,0.0,-1.159737539495603,5.2105452753191335,3583.583442050739
Kyle Guy,-3.5805114470973924,-2.722316358564318,-0.8581950885330745,-1.7947619302780666,-0.42238916010855426,-0.5051652681776971,-0.9410546083018598,0.2485894182968053,-0.16572989852802006,0.0,-0.844694908517466,5.293508966862416,3417.8145404685374
ID_1643222,-3.5837133831135612,-2.471178587217979,-1.1125347958955825,-1.8692268050832335,0.24634701685861177,-0.8482987989933569,-0.7152694388104827,-0.5033467672288848,0.10608141014378503,0.0,-0.999217139219845,5.2451540207728655,3503.9608278434844
ID_1643147,-3.588614628827023,-1.978450506665101,-1.610164122161922,-2.5000928324460703,0.3113961089276238,0.2102462168533451,-0.6243358549280715,-0.8516703642750887,-0.13415790295876195,0.0,-0.4641859414528817,4.576457193966308,5460.639215916928
Scottie Lindsey,-3.5910037200742453,-2.432821253478852,-1.1581824665953933,-2.2993895943624487,-0.0929236197613826,-0.040508039355020675,-0.8187280594605928,-0.19127080751250267,-0.1481835996222978,0.0,-0.47288606625120366,6.081297754910356,2316.4605495130168
Sandfort,-3.598005048952035,-2.9261913213874955,-0.6718137275645397,-2.157427520943229,-0.3173876849108235,-0.4513761155334429,-0.6324467904969336,-0.1890035967982933,0.14963665973068718,0.0,-0.8081307375118725,5.7506925827649695,2698.759935636819
Gilbert,-3.598209941099921,-2.92288435723061,-0.6753255838693111,-1.667172648806877,-0.32553142990470973,-0.9301802785190231,-0.7232490791102409,0.18284553351882746,-0.13492203827789756,0.0,-1.2077882131828028,4.6321721869202195,5235.198202870979
Ivan Gandia-Rosa,-3.5988760395409374,-2.7666328476617634,-0.8322431918791742,-2.3265342760191077,0.2679957246749667,-0.7080942963176224,-0.555011734585171,-0.3623958950617688,0.08516443776776561,0.0,-0.7173300289366589,6.094225693933537,2306.657590097405
ID_1631489,-3.599557949789868,-2.9071798730393246,-0.6923780767505435,-2.3473627205233747,-0.3301864951893307,-0.22963065732661922,-0.2381283441484157,-0.51197387648929,0.05772414388716221,0.0,-1.0140668851180776,5.12881441040389,3759.305499288374
ID_1631407,-3.6067142239573866,-3.182771135855906,-0.42394308810148085,-2.151989604891635,-0.1508222664020967,-0.8799592645621742,-1.6993515847441767,1.3469281549561634,-0.07151965831346753,0.0,0.2446269656784249,4.337200426872569,6665.700175607151
ID_1641802,-3.6096066421860256,-2.483891823556857,-1.1257148186291686,-2.073707899894217,0.3138201232212907,-0.7240040468839303,-1.3482600872967105,0.038940532624935076,0.18360473604260702,0.0,-0.18763865499509746,4.797532983365598,4646.47659120352
Tyrese Martin,-3.635604853487358,-2.6706929495205545,-0.9649119039668035,-1.9994283199936673,0.028935725577557775,-0.7002003551044449,-0.4749013352110408,-0.3860035044432185,-0.10400706431254417,0.0,-1.16127519828265,5.151037429382856,3708.197194329914
Keifer Sykes,-3.647911122913013,-2.597558953756831,-1.0503521691561817,-2.06735198549853,-0.10357253924012907,-0.4266344290181722,-0.9939710824527692,0.033285145151396564,-0.08966623185480899,0.0,-0.5865880549617137,5.857037139389832,2566.2318945703746
ID_1626217,-3.6573418294397824,-3.000746162589125,-0.656595666850657,-2.3305866815129916,-0.5230728996467937,-0.1470865814293396,0.16435577924268763,-0.6350485508941666,-0.18590289519917802,0.0,-1.491110927169478,6.301675712419535,2110.7041262949306
Chris Youngblood,-3.6596048539993955,-2.983615058204907,-0.6759897957944887,-1.72275486504973,-0.41468480541887615,-0.846175387736301,0.027984082936703625,-0.6586658393373763,-0.045308039393816044,0.0,-1.9648340718863695,5.314676916522146,3374.8401096191988
Javonte Smart,-3.6598895384606376,-2.375081118820818,-1.28480841963982,-2.032524975174918,0.008134179829360294,-0.3506903234752601,-1.0509553595054597,0.014322555780737725,-0.24817561591509807,0.0,-0.5764092037802602,3.8255030102549115,11707.691066318406
Trevor Keels,-3.673732498777329,-2.4233408679981947,-1.2503916307791345,-2.2765691068593803,0.049249460674943984,-0.1960212218137584,-0.6914949126064907,-0.2762843615247841,-0.2826123566478598,0.0,-0.7056684793114583,3.80258113909848,12099.672788026828
Tyler Burton,-3.6810160774924268,-3.175095015053428,-0.5059210624389987,-2.102221358387442,-0.2643525735586392,-0.8085210831073467,-1.045796124306305,0.5304644557349902,0.009410606132315993,0.0,-0.5329985947986797,4.520784791863117,5712.080211802186
Hunter Dickinson,-3.68605496564858,-2.575008808650867,-1.111046156997713,-2.3457793716514357,-0.5282504598118801,0.2990210228124486,-0.10014839243490692,-1.079431582525525,0.06853381796271882,0.0,-1.2401272015622378,4.697942197927255,4996.556069772111
Jalen Bridges,-3.687771516941691,-2.831687602606097,-0.8560839143355938,-2.242844972972021,0.06641281269155325,-0.6552554423256294,-0.8675603499819615,0.05941932875905766,-0.04794289311268994,0.0,-0.5773661939877084,3.981290978849811,9590.136323477818
GG Jackson,-3.6887259209852274,-2.930968442892707,-0.7577574780925203,-1.9903875304679175,-0.5615949422409133,-0.3789859701838761,-0.24685717763928866,-0.31862463566610777,-0.19227566478712382,0.0,-1.451481212878021,5.60747999292695,2889.8406133999233
Johnny Juzang,-3.6901733191824997,-2.469198415326386,-1.2209749038561133,-1.798356916717259,-0.07915515482060022,-0.5916863437885267,-0.5310638830074859,-0.5663056389328955,-0.12360538191573181,0.0,-1.3607525194577543,6.047669112453291,2353.5998432233414
Buddy Boeheim,-3.6905811576929866,-2.719536488276561,-0.9710446694164256,-1.9203503125410994,0.12256876037866671,-0.9217549361141286,-0.026663266344059633,-0.7690945597879679,-0.1752868432843981,0.0,-1.743567578807828,4.198855691477362,7593.67449447859
Olin Carter III,-3.693580406123618,-2.6513524140774787,-1.0422279920461393,-2.393491877523396,0.10886951271609258,-0.3667300492701749,-0.5773424982712642,-0.26639618056610637,-0.19848931320876878,0.0,-0.7227460303289575,5.352305069461766,3308.7164430021085
Jared Rhoden,-3.6943821101534193,-2.294251388609341,-1.4001307215440781,-2.132150061130595,0.26208962433932026,-0.4241909518180662,-0.7679093956137921,-0.5938927620466237,-0.03832856388366235,0.0,-0.794322653409032,4.535782754847438,5639.575612322262
Yuki Kawamura,-3.701089904079153,-1.90114743064909,-1.7999424734300629,-1.6738366297307259,0.3054686978899557,-0.5327794988083199,-1.4793021563014728,-0.17784344972059907,-0.14279686740799097,0.0,-0.5479511180469543,5.055872078901927,3927.3995945978695
Ryan Woolridge,-3.7015371880318066,-2.9414610373208583,-0.7600761507109484,-2.434033048362318,-0.3301647135598422,-0.17726327539869782,-0.6671330856175809,0.013898568270130904,-0.10684163336349842,0.0,-0.6003710540519075,4.929511716341108,4252.593233871812
ID_1630312,-3.7068226511673648,-3.556893006041194,-0.14992964512617102,-2.2652687628800554,-0.3818261539430097,-0.9097980892181285,0.18789081321868417,-0.2077071515307977,-0.1301133068140575,0.0,-1.6294447015059934,4.964155253261819,4161.93207950975
ID_1643064,-3.707742137133236,-2.855169143908349,-0.852572993224887,-2.2392340705618405,-0.13526630846511395,-0.4806687648813944,-0.5569478218076251,-0.15475834793583018,-0.14086682348143167,0.0,-0.9115602447637702,6.308607905957849,2107.867187250881
ID_1643083,-3.7096182242202573,-2.6236058763638557,-1.0860123478564017,-2.042258681654516,-0.30154356428542317,-0.27980363042391665,-0.7466975048830974,-0.1496965557452863,-0.1896182872280179,0.0,-0.920662037682644,5.195208592020674,3611.6941947930377
Cameron Martin,-3.7244179155478188,-3.0757447389244543,-0.6486731766233642,-2.2642648003998387,-0.40984650558816355,-0.4016334329364517,-0.707247936394353,0.055463518645829143,0.0031112411251597305,0.0,-0.7529051787536264,6.322070885272744,2093.48368743059
ID_1641751,-3.7525567790294136,-2.547150867385607,-1.2054059116438063,-1.8600135549101136,0.035647260729907204,-0.7227845732054006,-1.163768966771499,0.03810654053806871,-0.07974348541037604,0.0,-0.7287742573478007,4.940460213613808,4219.270647820991
ID_1642283,-3.7535470199561303,-2.1416612462703375,-1.6118857736857926,-2.451016629096255,0.08308836607116937,0.22626701675474836,-1.1853825312254591,-0.22115293014163923,-0.20535031231869424,0.0,-0.11714785963441574,5.353449843285146,3308.307222977596
Kai Jones,-3.763018882732561,-3.2674404324689554,-0.4955784502636056,-2.0956011529770753,-0.3757324194243586,-0.7961068600675218,-0.04767583343671755,-0.3688927801657526,-0.0790098366611354,0.0,-1.6197418963187684,6.260672390236974,2148.217113525856
ID_1631249,-3.771963206872096,-3.0712066852834314,-0.7007565215886643,-2.0355879428562687,-0.22297873184125383,-0.8126400105859091,-0.5537645321734775,-0.046349377189810664,-0.1006426122253761,0.0,-1.1826107318423495,6.10648683457235,2291.6369103544666
Reggie Perry,-3.7723127884609227,-3.0021946682074776,-0.7701181202534452,-1.9267637167533307,-0.08802863010661469,-0.987402321347532,-0.8506889232958845,0.16786574614293107,-0.08729494310049168,0.0,-0.9948601484117073,4.8451084731181595,4502.634279476586
ID_1631421,-3.7767850054316052,-2.835271523694503,-0.9415134817371023,-1.8747991753685778,-0.5652787801626582,-0.39519356816326684,-0.45361214953258583,-0.1579939623355504,-0.3299073698689661,0.0,-1.4483736805304415,4.344995887102572,6618.343380056232
Terence Davis,-3.779106279298379,-3.3802663271621505,-0.39883995213622886,-2.0714611011799304,-0.2891397878436427,-1.019665438138577,-0.24835970682005576,-0.08229663973696902,-0.06818360557920405,0.0,-1.4592854712983927,5.864228110543954,2554.5730981749775
